emp_no,first_name,last_name,title,from_date,to_date,dept_name
478316,DAIDA,Erva,Senior Staff,1997-10-01,1999-01-01,Customer Service
478316,DAIDA,Erva,Staff,1991-10-02,1997-10-01,Customer Service
478318,Ingmar,Swiler,Senior Staff,1989-04-12,1999-01-01,Human Resources
478320,Doowon,Rosaz,Engineer,1985-06-02,1992-06-02,Development
478320,Doowon,Rosaz,Senior Engineer,1992-06-02,1999-01-01,Development
478325,Roddy,Haddadi,Engineer,1986-05-08,1991-05-08,Production
478325,Roddy,Haddadi,Senior Engineer,1991-05-08,1999-01-01,Production
478336,Vidya,Gurbaxani,Senior Engineer,1994-02-06,1999-01-01,Quality Management
478344,Shahid,Rassart,Staff,1997-08-17,1999-01-01,Sales
478350,Halsur,Negoita,Engineer,1986-02-05,1995-02-05,Quality Management
478350,Halsur,Negoita,Senior Engineer,1995-02-05,1999-01-01,Quality Management
478355,Nidapan,Waschkowski,Senior Staff,1997-06-15,1999-01-01,Research
478355,Nidapan,Waschkowski,Staff,1992-06-15,1997-06-15,Research
478356,Manu,Syrotiuk,Engineer,1987-04-26,1995-04-26,Production
478356,Manu,Syrotiuk,Senior Engineer,1995-04-26,1999-01-01,Production
478357,Elrique,Reeker,Engineer,1987-02-07,1995-02-07,Development
478357,Elrique,Reeker,Senior Engineer,1995-02-07,1999-01-01,Development
478358,Tonia,Erman,Senior Staff,1992-07-25,1999-01-01,Finance
478358,Tonia,Erman,Staff,1985-07-25,1992-07-25,Finance
478360,Sanjiv,Gilg,Engineer,1992-06-21,1997-06-21,Production
478360,Sanjiv,Gilg,Senior Engineer,1997-06-21,1999-01-01,Production
478379,Kwun,Srimani,Senior Engineer,1987-05-16,1999-01-01,Development
478387,Deborah,Vesna,Engineer,1995-06-23,1999-01-01,Quality Management
478395,Wonhee,Bondorf,Senior Staff,1994-03-21,1999-01-01,Customer Service
478395,Wonhee,Bondorf,Staff,1988-03-21,1994-03-21,Customer Service
478406,Mabo,Mullainathan,Engineer,1997-04-27,1999-01-01,Quality Management
478430,Weicheng,Samarati,Technique Leader,1986-02-20,1999-01-01,Development
478435,Constantijn,Schwabacher,Senior Staff,1992-05-09,1999-01-01,Marketing
478435,Constantijn,Schwabacher,Staff,1985-05-09,1992-05-09,Marketing
478457,Tooru,Peron,Senior Staff,2000-09-06,1999-01-01,Marketing
478457,Tooru,Peron,Staff,1992-09-06,2000-09-06,Marketing
478458,Kwangho,Koblitz,Engineer,1988-10-24,1994-10-24,Development
478458,Kwangho,Koblitz,Senior Engineer,1994-10-24,1999-01-01,Development
478474,Satyanarayana,Murthy,Senior Engineer,1990-05-29,1999-01-01,Production
478496,Goncalo,Swick,Senior Engineer,1985-03-23,1999-01-01,Development
478509,Luise,Gerlach,Senior Staff,1993-04-26,1999-01-01,Sales
478509,Luise,Gerlach,Staff,1986-04-26,1993-04-26,Sales
478530,Leif,Katzenelson,Senior Staff,1992-11-25,1999-01-01,Finance
478530,Leif,Katzenelson,Staff,1985-11-25,1992-11-25,Finance
478552,Teruyuki,Welham,Engineer,1985-10-07,1993-10-07,Development
478552,Teruyuki,Welham,Senior Engineer,1993-10-07,1999-01-01,Development
478572,Chaitali,Cusworth,Engineer,1985-06-25,1993-06-25,Development
478572,Chaitali,Cusworth,Senior Engineer,1993-06-25,1999-01-01,Development
478581,Susuma,Peek,Assistant Engineer,1991-07-19,1998-07-19,Development
478581,Susuma,Peek,Engineer,1998-07-19,1999-01-01,Development
478589,Peternela,Leppanen,Assistant Engineer,1988-12-05,1995-12-06,Production
478589,Peternela,Leppanen,Engineer,1995-12-06,1999-01-01,Production
478608,Aemilian,Hemaspaandra,Senior Engineer,1987-11-28,1999-01-01,Development
478642,Jeong,Erman,Senior Staff,1993-08-18,1999-01-01,Marketing
478642,Jeong,Erman,Staff,1988-08-18,1993-08-18,Marketing
478647,Tomokazu,Hinsberger,Technique Leader,1994-12-25,1999-01-01,Development
478678,Mario,Sethi,Senior Staff,1991-03-30,1999-01-01,Sales
478687,Heeju,Ramras,Assistant Engineer,1986-12-25,1993-12-25,Development
478687,Heeju,Ramras,Engineer,1993-12-25,2000-12-25,Development
478687,Heeju,Ramras,Senior Engineer,2000-12-25,1999-01-01,Development
478687,Heeju,Ramras,Assistant Engineer,1986-12-25,1993-12-25,Production
478687,Heeju,Ramras,Engineer,1993-12-25,2000-12-25,Production
478687,Heeju,Ramras,Senior Engineer,2000-12-25,1999-01-01,Production
478707,Leszek,Verhoeff,Engineer,1985-08-28,1990-08-28,Production
478707,Leszek,Verhoeff,Senior Engineer,1990-08-28,1999-01-01,Production
478738,Cordelia,Simmel,Technique Leader,1997-01-14,1999-01-01,Quality Management
478742,Renee,Hainaut,Senior Staff,1993-07-26,1999-01-01,Sales
478742,Renee,Hainaut,Staff,1985-07-26,1993-07-26,Sales
478758,Zhanqiu,Ranft,Engineer,1988-12-08,1993-12-08,Development
478758,Zhanqiu,Ranft,Senior Engineer,1993-12-08,1999-01-01,Development
478771,Rasiah,Beznosov,Assistant Engineer,1995-12-27,1999-01-01,Quality Management
478775,Collette,Iivonen,Engineer,1989-08-23,1996-08-23,Quality Management
478775,Collette,Iivonen,Senior Engineer,1996-08-23,1999-01-01,Quality Management
478775,Collette,Iivonen,Engineer,1989-08-23,1996-08-23,Production
478775,Collette,Iivonen,Senior Engineer,1996-08-23,1999-01-01,Production
478779,Ingmar,Vural,Engineer,1985-12-21,1991-12-21,Production
478779,Ingmar,Vural,Senior Engineer,1991-12-21,1999-01-01,Production
478842,Pradeep,Herath,Engineer,1988-01-11,1996-01-11,Research
478842,Pradeep,Herath,Senior Engineer,1996-01-11,1999-01-01,Research
478842,Pradeep,Herath,Engineer,1988-01-11,1996-01-11,Development
478842,Pradeep,Herath,Senior Engineer,1996-01-11,1999-01-01,Development
478866,Elrique,Haumacher,Engineer,1998-06-28,1999-01-01,Development
478870,Sajjad,Shrader,Engineer,1985-10-22,1992-10-22,Production
478870,Sajjad,Shrader,Senior Engineer,1992-10-22,1999-01-01,Production
478876,Masaki,DasSarma,Senior Engineer,1988-04-16,1999-01-01,Production
478878,Xinan,Gist,Engineer,1987-07-29,1992-07-28,Production
478878,Xinan,Gist,Senior Engineer,1992-07-28,1999-01-01,Production
478885,Atreyi,Boudaillier,Engineer,1988-09-10,1997-09-10,Production
478885,Atreyi,Boudaillier,Senior Engineer,1997-09-10,1999-01-01,Production
478889,Ortrun,Penn,Engineer,1987-11-24,1993-11-23,Production
478889,Ortrun,Penn,Senior Engineer,1993-11-23,1999-01-01,Production
478914,Kwun,Munro,Senior Staff,1997-10-03,1999-01-01,Human Resources
478914,Kwun,Munro,Staff,1990-10-03,1997-10-03,Human Resources
478939,Tommaso,Riefers,Assistant Engineer,1998-10-12,1999-01-01,Production
478972,Shim,Stentiford,Senior Staff,1998-11-06,1999-01-01,Finance
478972,Shim,Stentiford,Staff,1990-11-06,1998-11-06,Finance
478985,Katsuo,Gubsky,Senior Staff,1985-10-20,1999-01-01,Sales
478996,Mary,Conti,Engineer,1999-11-09,1999-01-01,Production
479004,Mountaz,Copas,Senior Staff,1992-02-18,1999-01-01,Marketing
479004,Mountaz,Copas,Staff,1987-02-18,1992-02-18,Marketing
479012,Kazunori,Docker,Senior Staff,1995-08-29,1999-01-01,Sales
479012,Kazunori,Docker,Staff,1987-08-29,1995-08-29,Sales
479017,Hitofumi,Sherertz,Senior Engineer,1985-08-29,1999-01-01,Development
479028,Xuejun,Itzigehl,Senior Staff,1993-07-09,1999-01-01,Research
479028,Xuejun,Itzigehl,Staff,1986-07-09,1993-07-09,Research
479035,Samphel,Chaudhury,Engineer,1993-03-04,2000-03-04,Development
479035,Samphel,Chaudhury,Senior Engineer,2000-03-04,1999-01-01,Development
479038,Mitchel,Morton,Engineer,1986-05-13,1995-05-13,Development
479038,Mitchel,Morton,Senior Engineer,1995-05-13,1999-01-01,Development
479051,Sanjoy,Swen,Senior Staff,1992-03-09,1999-01-01,Marketing
479051,Sanjoy,Swen,Staff,1985-03-09,1992-03-09,Marketing
479053,Hisao,Kawashima,Senior Staff,1996-01-04,1999-01-01,Finance
479053,Hisao,Kawashima,Staff,1988-01-04,1996-01-04,Finance
479065,Hideo,Farrow,Engineer,1985-08-26,1991-08-26,Development
479065,Hideo,Farrow,Senior Engineer,1991-08-26,1999-01-01,Development
479070,Valery,Ozeri,Staff,1994-02-14,1999-01-01,Sales
479074,Noritoshi,Mondadori,Staff,1997-07-13,1999-01-01,Research
479091,Mart,Maliniak,Senior Staff,1991-10-29,1999-01-01,Finance
479091,Mart,Maliniak,Staff,1985-10-29,1991-10-29,Finance
479097,Clyde,Schaar,Engineer,1986-06-16,1992-06-15,Development
479097,Clyde,Schaar,Senior Engineer,1992-06-15,1999-01-01,Development
479097,Clyde,Schaar,Engineer,1986-06-16,1992-06-15,Production
479097,Clyde,Schaar,Senior Engineer,1992-06-15,1999-01-01,Production
479098,Kendra,Bridgland,Senior Staff,1994-10-01,1999-01-01,Customer Service
479098,Kendra,Bridgland,Staff,1985-10-01,1994-10-01,Customer Service
479119,Limsoon,Willoner,Engineer,1996-02-24,1999-01-01,Development
479120,Leucio,Joslin,Engineer,1985-08-11,1994-08-11,Development
479120,Leucio,Joslin,Senior Engineer,1994-08-11,1999-01-01,Development
479123,Narain,Berstel,Engineer,1985-10-02,1991-10-02,Development
479123,Narain,Berstel,Senior Engineer,1991-10-02,1999-01-01,Development
479125,Parviz,Rindone,Assistant Engineer,1986-06-09,1995-06-09,Quality Management
479125,Parviz,Rindone,Engineer,1995-06-09,1999-01-01,Quality Management
479147,Greger,Babb,Senior Staff,1995-10-10,1999-01-01,Human Resources
479147,Greger,Babb,Staff,1987-10-10,1995-10-10,Human Resources
479162,Hirochika,Motley,Engineer,1986-10-10,1991-10-10,Production
479162,Hirochika,Motley,Senior Engineer,1991-10-10,1999-01-01,Production
479165,Chirstian,Pauthner,Senior Staff,1993-12-26,1999-01-01,Sales
479165,Chirstian,Pauthner,Staff,1988-12-26,1993-12-26,Sales
479166,Uno,Anger,Engineer,1988-11-14,1997-11-14,Production
479166,Uno,Anger,Senior Engineer,1997-11-14,1999-01-01,Production
479167,Mayuri,Backhouse,Staff,1999-09-09,1999-01-01,Sales
479188,Koldo,Blokdijk,Assistant Engineer,1987-06-19,1996-06-18,Production
479188,Koldo,Blokdijk,Engineer,1996-06-18,1999-01-01,Production
479189,Arnould,Dulin,Senior Staff,1995-05-10,1999-01-01,Marketing
479189,Arnould,Dulin,Staff,1986-05-10,1995-05-10,Marketing
479229,Arfst,Ritcey,Senior Staff,1996-03-14,1999-01-01,Research
479229,Arfst,Ritcey,Staff,1988-03-14,1996-03-14,Research
479234,Izaskun,Thiran,Engineer,1988-03-03,1996-03-03,Production
479234,Izaskun,Thiran,Senior Engineer,1996-03-03,1999-01-01,Production
479275,Isamu,Lores,Senior Staff,1996-08-19,1999-01-01,Research
479281,Seongbae,Ghalwash,Engineer,1993-02-27,1998-02-27,Production
479281,Seongbae,Ghalwash,Senior Engineer,1998-02-27,1999-01-01,Production
479287,Emran,Berztiss,Engineer,1992-09-19,1999-09-20,Production
479287,Emran,Berztiss,Senior Engineer,1999-09-20,1999-01-01,Production
479290,Lobel,Fujisaki,Engineer,1994-11-11,1999-01-01,Development
479293,Chandrasekaran,Bage,Staff,1998-06-23,1999-01-01,Sales
479297,Masali,Baby,Engineer,1986-04-11,1991-04-11,Quality Management
479297,Masali,Baby,Senior Engineer,1991-04-11,1999-01-01,Quality Management
479304,Pradeep,Wissmann,Engineer,1996-10-25,1999-01-01,Development
479307,Ennio,Cappelletti,Senior Staff,1993-05-16,1999-01-01,Customer Service
479307,Ennio,Cappelletti,Staff,1986-05-16,1993-05-16,Customer Service
479333,Lene,Rosiles,Senior Staff,1999-06-26,1999-01-01,Sales
479345,Sorina,Boudaillier,Senior Engineer,1994-11-20,1999-01-01,Development
479357,Noritoshi,Perez,Engineer,1996-08-25,1999-01-01,Development
479362,Jaroslava,Oxenboll,Engineer,1985-03-30,1990-03-30,Production
479362,Jaroslava,Oxenboll,Senior Engineer,1990-03-30,1999-01-01,Production
479366,Mansur,Bultermann,Staff,1998-07-06,1999-01-01,Customer Service
479396,Mohammad,Blokdijk,Engineer,1987-04-21,1993-04-20,Development
479396,Mohammad,Blokdijk,Senior Engineer,1993-04-20,1999-01-01,Development
479398,Danae,Petersohn,Engineer,1988-04-28,1993-04-28,Development
479398,Danae,Petersohn,Senior Engineer,1993-04-28,1999-01-01,Development
479398,Danae,Petersohn,Engineer,1988-04-28,1993-04-28,Production
479398,Danae,Petersohn,Senior Engineer,1993-04-28,1999-01-01,Production
479402,Martina,Perfilyeva,Senior Staff,1992-01-12,1999-01-01,Sales
479402,Martina,Perfilyeva,Staff,1986-01-12,1992-01-12,Sales
479415,Vatsa,Merle,Staff,1997-12-08,1999-01-01,Sales
479432,Abdelwaheb,England,Assistant Engineer,1985-06-25,1990-06-25,Production
479432,Abdelwaheb,England,Engineer,1990-06-25,1995-06-25,Production
479432,Abdelwaheb,England,Senior Engineer,1995-06-25,1999-01-01,Production
479438,Sreenivas,Badache,Senior Engineer,1986-04-16,1999-01-01,Quality Management
479452,Arunachalam,Penn,Senior Staff,1993-10-29,1999-01-01,Customer Service
479452,Arunachalam,Penn,Staff,1987-10-30,1993-10-29,Customer Service
479463,Aamod,Isard,Technique Leader,1992-03-25,1999-01-01,Development
479492,Kellie,Beutelspacher,Senior Staff,1994-05-18,1999-01-01,Research
479492,Kellie,Beutelspacher,Staff,1988-05-18,1994-05-18,Research
479496,Akeel,Lenart,Senior Staff,1994-12-07,1999-01-01,Marketing
479496,Akeel,Lenart,Staff,1987-12-07,1994-12-07,Marketing
479502,Fay,Hettesheimer,Assistant Engineer,1988-03-12,1994-03-12,Production
479502,Fay,Hettesheimer,Engineer,1994-03-12,2000-03-11,Production
479502,Fay,Hettesheimer,Senior Engineer,2000-03-11,1999-01-01,Production
479516,Fusako,Niizuma,Senior Engineer,1988-08-16,1999-01-01,Research
479516,Fusako,Niizuma,Senior Engineer,1988-08-16,1999-01-01,Development
479521,JoAnne,Zaiane,Engineer,1987-02-08,1995-02-08,Quality Management
479521,JoAnne,Zaiane,Senior Engineer,1995-02-08,1999-01-01,Quality Management
479528,Saddek,Rodham,Engineer,1988-01-26,1993-01-25,Development
479528,Saddek,Rodham,Senior Engineer,1993-01-25,1999-01-01,Development
479543,Dmitri,Aumann,Senior Staff,1985-06-01,1999-01-01,Sales
479559,Yuchang,Monkewich,Staff,1995-12-03,1999-01-01,Sales
479562,Temple,Barreiro,Engineer,1986-03-02,1993-03-02,Research
479562,Temple,Barreiro,Senior Engineer,1993-03-02,1999-01-01,Research
479562,Temple,Barreiro,Engineer,1986-03-02,1993-03-02,Development
479562,Temple,Barreiro,Senior Engineer,1993-03-02,1999-01-01,Development
479566,Paraskevi,Manderick,Senior Staff,1996-06-03,1999-01-01,Sales
479566,Paraskevi,Manderick,Staff,1988-06-03,1996-06-03,Sales
479581,Yinghua,Thimonier,Engineer,1986-07-06,1991-07-06,Customer Service
479581,Yinghua,Thimonier,Senior Engineer,1991-07-06,1999-01-01,Customer Service
479581,Yinghua,Thimonier,Engineer,1986-07-06,1991-07-06,Production
479581,Yinghua,Thimonier,Senior Engineer,1991-07-06,1999-01-01,Production
479582,Rafols,Grospietsch,Senior Staff,1997-09-30,1999-01-01,Sales
479593,Sampalli,Chvatal,Senior Staff,1994-03-30,1999-01-01,Finance
479593,Sampalli,Chvatal,Staff,1986-03-30,1994-03-30,Finance
479595,Aemilian,Litzler,Staff,1998-04-10,1999-01-01,Research
479598,Uriel,Dayang,Engineer,1987-07-16,1996-07-15,Development
479598,Uriel,Dayang,Senior Engineer,1996-07-15,1999-01-01,Development
479615,Utpal,Sadowsky,Engineer,1990-03-29,1997-03-29,Development
479615,Utpal,Sadowsky,Senior Engineer,1997-03-29,1999-01-01,Development
479620,Heping,Skrikant,Senior Engineer,1989-07-29,1999-01-01,Development
479620,Heping,Skrikant,Senior Engineer,1989-07-29,1999-01-01,Production
479625,Itzchak,Parfitt,Engineer,1998-01-21,1999-01-01,Production
479627,Gonzalo,Schaad,Engineer,1993-02-13,1999-02-13,Production
479627,Gonzalo,Schaad,Senior Engineer,1999-02-13,1999-01-01,Production
479634,Ravishankar,Pelc,Engineer,1986-11-30,1993-11-30,Development
479634,Ravishankar,Pelc,Senior Engineer,1993-11-30,1999-01-01,Development
479637,Genta,Marsiglia,Senior Staff,1995-07-10,1999-01-01,Sales
479637,Genta,Marsiglia,Staff,1988-07-09,1995-07-10,Sales
479645,Ravishankar,Fontan,Assistant Engineer,1989-11-02,1996-11-02,Production
479645,Ravishankar,Fontan,Engineer,1996-11-02,1999-01-01,Production
479651,Lena,Roohalamini,Senior Staff,1999-01-22,1999-01-01,Research
479651,Lena,Roohalamini,Staff,1994-01-22,1999-01-22,Research
479651,Lena,Roohalamini,Senior Staff,1999-01-22,1999-01-01,Development
479651,Lena,Roohalamini,Staff,1994-01-22,1999-01-22,Development
479676,Marl,Ressouche,Engineer,1998-01-15,1999-01-01,Quality Management
479688,Lijie,Hanratty,Engineer,1998-03-22,1999-01-01,Development
479690,Breannda,Fandrianto,Senior Staff,1996-11-05,1999-01-01,Human Resources
479690,Breannda,Fandrianto,Staff,1987-11-06,1996-11-05,Human Resources
479708,Hilary,Dayana,Senior Staff,2001-07-20,1999-01-01,Sales
479708,Hilary,Dayana,Staff,1993-07-20,2001-07-20,Sales
479709,Geoffry,Reghbati,Engineer,1995-01-21,2000-01-21,Production
479709,Geoffry,Reghbati,Senior Engineer,2000-01-21,1999-01-01,Production
479711,Mara,Heyers,Staff,1997-09-30,1999-01-01,Human Resources
479711,Mara,Heyers,Staff,1997-09-30,1999-01-01,Finance
479717,Moheb,Tzvieli,Senior Engineer,1988-11-07,1999-01-01,Development
479720,Sivanarayana,Figueira,Engineer,1987-08-14,1992-08-13,Development
479720,Sivanarayana,Figueira,Senior Engineer,1992-08-13,1999-01-01,Development
479721,Elvis,Matzel,Engineer,1985-06-28,1991-06-28,Production
479721,Elvis,Matzel,Senior Engineer,1991-06-28,1999-01-01,Production
479736,Kousuke,Morrin,Staff,1999-01-15,1999-01-01,Finance
479743,Nathan,Greenaway,Senior Engineer,1987-06-16,1999-01-01,Production
479749,Wilmer,Giaccio,Engineer,1996-08-15,1999-01-01,Development
479749,Wilmer,Giaccio,Engineer,1996-08-15,1999-01-01,Production
479764,Kazuhisa,Bashian,Engineer,1995-03-21,2000-03-20,Development
479764,Kazuhisa,Bashian,Senior Engineer,2000-03-20,1999-01-01,Development
479778,Sajjan,Naumovich,Engineer,1996-02-14,1999-01-01,Production
479791,Vidar,Mamelak,Senior Staff,1991-09-11,1999-01-01,Marketing
479812,Fuqing,Staudhammer,Senior Staff,1985-04-28,1999-01-01,Finance
479813,Mohammed,Vernadat,Senior Staff,1988-03-31,1999-01-01,Customer Service
479821,Takahito,Mundy,Engineer,1986-10-13,1991-10-13,Quality Management
479821,Takahito,Mundy,Senior Engineer,1991-10-13,1999-01-01,Quality Management
479824,Manibrata,Auyong,Engineer,1996-02-14,2001-02-13,Development
479824,Manibrata,Auyong,Senior Engineer,2001-02-13,1999-01-01,Development
479836,Muzhong,Usdin,Senior Staff,1987-10-09,1999-01-01,Finance
479850,Sorina,Codenie,Engineer,1988-06-22,1995-06-23,Development
479850,Sorina,Codenie,Senior Engineer,1995-06-23,1999-01-01,Development
479866,Heng,Pellegrinelli,Senior Engineer,1988-11-20,1999-01-01,Development
479869,Iara,Ressouche,Engineer,1988-05-21,1997-05-21,Production
479869,Iara,Ressouche,Senior Engineer,1997-05-21,1999-01-01,Production
479878,Kwan,Orlowska,Assistant Engineer,1989-09-20,1998-09-20,Production
479878,Kwan,Orlowska,Engineer,1998-09-20,1999-01-01,Production
479881,Odysseas,Kavvadias,Senior Staff,1990-08-16,1999-01-01,Marketing
479881,Odysseas,Kavvadias,Staff,1985-08-16,1990-08-16,Marketing
479885,Sariel,Schade,Senior Staff,1998-04-20,1999-01-01,Sales
479885,Sariel,Schade,Staff,1993-04-20,1998-04-20,Sales
479894,Ipke,Gonthier,Senior Staff,1997-04-10,1999-01-01,Sales
479894,Ipke,Gonthier,Staff,1991-04-11,1997-04-10,Sales
479905,Danai,Peir,Technique Leader,1986-08-05,1999-01-01,Development
479906,Duri,Silva,Technique Leader,1988-08-27,1999-01-01,Development
479916,Tianruo,Kamber,Senior Engineer,1999-04-06,1999-01-01,Quality Management
479937,Rimli,Kroft,Senior Staff,1996-04-26,1999-01-01,Marketing
479937,Rimli,Kroft,Staff,1987-04-27,1996-04-26,Marketing
479945,Jeong,Paciorek,Senior Staff,1993-12-04,1999-01-01,Research
479945,Jeong,Paciorek,Staff,1988-12-04,1993-12-04,Research
479958,Uta,Schmezko,Senior Staff,1994-11-03,1999-01-01,Sales
479958,Uta,Schmezko,Staff,1985-11-03,1994-11-03,Sales
479975,Kazuhiro,Pews,Engineer,1986-01-16,1995-01-16,Development
479975,Kazuhiro,Pews,Senior Engineer,1995-01-16,1999-01-01,Development
480003,Uta,Brlek,Engineer,1985-05-24,1991-05-24,Production
480003,Uta,Brlek,Senior Engineer,1991-05-24,1999-01-01,Production
480018,Zvonko,Kawashimo,Assistant Engineer,1991-11-21,1998-11-21,Production
480018,Zvonko,Kawashimo,Engineer,1998-11-21,1999-01-01,Production
480020,Prodip,Gips,Senior Staff,1999-02-09,1999-01-01,Research
480020,Prodip,Gips,Staff,1992-02-09,1999-02-09,Research
480034,Tokuyasu,Casley,Engineer,1988-10-27,1993-10-27,Quality Management
480034,Tokuyasu,Casley,Senior Engineer,1993-10-27,1999-01-01,Quality Management
480042,Rildo,Brodie,Senior Staff,1993-01-18,1999-01-01,Finance
480042,Rildo,Brodie,Staff,1988-01-19,1993-01-18,Finance
480043,Franziska,Chiola,Senior Staff,1992-04-13,1999-01-01,Marketing
480043,Franziska,Chiola,Staff,1986-04-14,1992-04-13,Marketing
480044,Sudhanshu,Jording,Senior Staff,1990-08-05,1999-01-01,Customer Service
480044,Sudhanshu,Jording,Staff,1985-08-05,1990-08-05,Customer Service
480044,Sudhanshu,Jording,Senior Staff,1990-08-05,1999-01-01,Sales
480044,Sudhanshu,Jording,Staff,1985-08-05,1990-08-05,Sales
480051,Kwan,Erol,Senior Engineer,1985-11-11,1999-01-01,Development
480052,Chinho,Weisert,Engineer,1988-11-25,1993-11-25,Development
480052,Chinho,Weisert,Senior Engineer,1993-11-25,1999-01-01,Development
480059,Honesty,Billingsley,Engineer,1987-08-12,1993-08-11,Production
480059,Honesty,Billingsley,Senior Engineer,1993-08-11,1999-01-01,Production
480060,Adas,Radwan,Assistant Engineer,1986-12-24,1994-12-24,Production
480060,Adas,Radwan,Engineer,1994-12-24,1999-01-01,Production
